CSV Source date,Country,Data as of,Case definition,Number of cases (Cumulative),Number of cases (In past 21 days),Number of deaths (cumulative)
2015-11-09,Guinea,,7 November 2015,Suspected,2,Not available
2015-11-09,Guinea,,7 November 2015,Total,3806,2536
2015-11-09,Liberia,,20 September 2015,Confirmed,6,2
2015-11-09,Liberia,,20 September 2015,Probable,Not available,Not available
2015-11-09,Liberia,,20 September 2015,Suspected,Not available,Not available
2015-11-09,Liberia,,20 September 2015,Total,6,2
2015-11-09,Liberia,,9 May 2015,Confirmed,3151,Not available
2015-11-09,Liberia,,9 May 2015,Probable,1879,Not available
2015-11-09,Liberia,,9 May 2015,Suspected,5636,Not available
2015-11-09,Liberia,,9 May 2015,Total,10666,4806
2015-11-09,Sierra Leone,,7 November 2015,Confirmed,8704,3589
2015-11-09,Sierra Leone,,7 November 2015,Probable,287,208
2015-11-09,Sierra Leone,,7 November 2015,Suspected,5131,158
2015-11-09,Sierra Leone,,7 November 2015,Total,14122,3955
2015-11-09,All countries,,,Confirmed,15212,Not available
2015-11-09,All countries,,,Probable,2619,Not available
2015-11-09,All countries,,,Suspected,10769,Not available
2015-11-09,All countries,,,Total,28600,11299
2015-11-10,Guinea,,8 November 2015,Confirmed,3351,2083
2015-11-10,Guinea,,8 November 2015,Probable,453,453
2015-11-10,Guinea,,8 November 2015,Suspected,1,Not available
2015-11-10,Guinea,,8 November 2015,Total,3805,2536
2015-11-10,Liberia,,20 September 2015,Confirmed,6,2
2015-11-10,Liberia,,20 September 2015,Probable,Not available,Not available
2015-11-10,Liberia,,20 September 2015,Suspected,Not available,Not available
2015-11-10,Liberia,,20 September 2015,Total,6,2
2015-11-10,Liberia,,9 May 2015,Confirmed,3151,Not available
2015-11-10,Liberia,,9 May 2015,Probable,1879,Not available
2015-11-10,Liberia,,9 May 2015,Suspected,5636,Not available
2015-11-10,Liberia,,9 May 2015,Total,10666,4806
2015-11-10,Sierra Leone,,7 November 2015,Confirmed,8704,3589
2015-11-10,Sierra Leone,,7 November 2015,Probable,287,208
2015-11-10,Sierra Leone,,7 November 2015,Suspected,5131,158
2015-11-10,Sierra Leone,,7 November 2015,Total,14122,3955
2015-11-10,All countries,,,Confirmed,15212,Not available
2015-11-10,All countries,,,Probable,2619,Not available
2015-11-10,All countries,,,Suspected,10768,Not available
2015-11-10,All countries,,,Total,28599,11299
2015-11-11,Guinea,8 November 2015,Confirmed,3351,4,2083
2015-11-11,Guinea,8 November 2015,Probable,453,Not reported.,453
2015-11-11,Guinea,8 November 2015,Suspected,1,Not reported.,Data not available.
2015-11-11,Guinea,8 November 2015,Total,3805,4,2536
2015-11-11,Liberia,20 September 2015,Confirmed,6,0,2
2015-11-11,Liberia,20 September 2015,Probable,Not reported.,Not reported.,Data not available.
2015-11-11,Liberia,20 September 2015,Suspected,Data not available.,Not reported.,Data not available.
2015-11-11,Liberia,20 September 2015,Total,6,0,2
2015-11-11,Liberia,9 May 2015,Confirmed,3151,,Data not available.
2015-11-11,Liberia,9 May 2015,Probable,1879,,Data not available.
2015-11-11,Liberia,9 May 2015,Suspected,5636,,Data not available.
2015-11-11,Liberia,9 May 2015,Total,10666,,4806
2015-11-11,Sierra Leone,7 November 2015,Confirmed,8704,0,3589
2015-11-11,Sierra Leone,7 November 2015,Probable,287,Not reported.,208
2015-11-11,Sierra Leone,7 November 2015,Suspected,5131,Not reported.,158
2015-11-11,Sierra Leone,7 November 2015,Total,14122,0,3955
2015-11-11,All countries,,Confirmed,15212,4,Data not available.
2015-11-11,All countries,,Probable,2619,Not reported.,Data not available.
2015-11-11,All countries,,Suspected,10768,Not reported.,Data not available.
2015-11-11,All countries,,Total,28599,4,11299
2015-11-12,Guinea,,10 November 2015,Confirmed,3351,2083
2015-11-12,Guinea,,10 November 2015,Probable,453,453
2015-11-12,Guinea,,10 November 2015,Suspected,1,Not available
2015-11-12,Guinea,,10 November 2015,Total,3805,2536
2015-11-12,Liberia,,20 September 2015,Confirmed,6,2
2015-11-12,Liberia,,20 September 2015,Probable,Not available,Not available
2015-11-12,Liberia,,20 September 2015,Suspected,Not available,Not available
2015-11-12,Liberia,,20 September 2015,Total,6,2
2015-11-12,Liberia,,9 May 2015,Confirmed,3151,Not available
2015-11-12,Liberia,,9 May 2015,Probable,1879,Not available
2015-11-12,Liberia,,9 May 2015,Suspected,5636,Not available
2015-11-12,Liberia,,9 May 2015,Total,10666,4806
2015-11-12,Sierra Leone,,7 November 2015,Confirmed,8704,3589
2015-11-12,Sierra Leone,,7 November 2015,Probable,287,208
2015-11-12,Sierra Leone,,7 November 2015,Suspected,5131,158
2015-11-12,Sierra Leone,,7 November 2015,Total,14122,3955
2015-11-12,All countries,,,Confirmed,15212,Not available
2015-11-12,All countries,,,Probable,2619,Not available
2015-11-12,All countries,,,Suspected,10768,Not available
2015-11-12,All countries,,,Total,28599,11299
2015-11-13,Guinea,,11 November 2015,Confirmed,3351,2083
2015-11-13,Guinea,,11 November 2015,Probable,453,453
2015-11-13,Guinea,,11 November 2015,Suspected,0,Not available
2015-11-13,Guinea,,11 November 2015,Total,3804,2536
2015-11-13,Liberia,,20 September 2015,Confirmed,6,2
2015-11-13,Liberia,,20 September 2015,Probable,Not available,Not available
2015-11-13,Liberia,,20 September 2015,Suspected,Not available,Not available
2015-11-13,Liberia,,20 September 2015,Total,6,2
2015-11-13,Liberia,,9 May 2015,Confirmed,3151,Not available
2015-11-13,Liberia,,9 May 2015,Probable,1879,Not available
2015-11-13,Liberia,,9 May 2015,Suspected,5636,Not available
2015-11-13,Liberia,,9 May 2015,Total,10666,4806
2015-11-13,Sierra Leone,,7 November 2015,Confirmed,8704,3589
2015-11-13,Sierra Leone,,7 November 2015,Probable,287,208
2015-11-13,Sierra Leone,,7 November 2015,Suspected,5131,158
2015-11-13,Sierra Leone,,7 November 2015,Total,14122,3955
2015-11-13,All countries,,,Confirmed,15212,Not available
2015-11-13,All countries,,,Probable,2619,Not available
2015-11-13,All countries,,,Suspected,10767,Not available
2015-11-13,All countries,,,Total,28598,11299
2015-11-16,Guinea,,14 November 2015,Confirmed,3351,2083
2015-11-16,Guinea,,14 November 2015,Probable,453,453
2015-11-16,Guinea,,14 November 2015,Suspected,1,Not available
2015-11-16,Guinea,,14 November 2015,Total,3805,2536
2015-11-16,Liberia,,20 September 2015,Confirmed,6,2
2015-11-16,Liberia,,20 September 2015,Probable,Not available,Not available
2015-11-16,Liberia,,20 September 2015,Suspected,Not available,Not available
2015-11-16,Liberia,,20 September 2015,Total,6,2
2015-11-16,Liberia,,9 May 2015,Confirmed,3151,Not available
2015-11-16,Liberia,,9 May 2015,Probable,1879,Not available
2015-11-16,Liberia,,9 May 2015,Suspected,5636,Not available
2015-11-16,Liberia,,9 May 2015,Total,10666,4806
2015-11-16,Sierra Leone,,7 November 2015,Confirmed,8704,3589
2015-11-16,Sierra Leone,,7 November 2015,Probable,287,208
2015-11-16,Sierra Leone,,7 November 2015,Suspected,5131,158
2015-11-16,Sierra Leone,,7 November 2015,Total,14122,3955
2015-11-16,All countries,,,Confirmed,15212,Not available
2015-11-16,All countries,,,Probable,2619,Not available
2015-11-16,All countries,,,Suspected,10768,Not available
2015-11-16,All countries,,,Total,28599,11299
2015-11-17,Guinea,,15 November 2015,Confirmed,3351,2083
2015-11-17,Guinea,,15 November 2015,Probable,453,453
2015-11-17,Guinea,,15 November 2015,Suspected,0,Not available
2015-11-17,Guinea,,15 November 2015,Total,3804,2536
2015-11-17,Liberia,,20 September 2015,Confirmed,6,2
2015-11-17,Liberia,,20 September 2015,Probable,Not available,Not available
2015-11-17,Liberia,,20 September 2015,Suspected,Not available,Not available
2015-11-17,Liberia,,20 September 2015,Total,6,2
2015-11-17,Liberia,,9 May 2015,Confirmed,3151,Not available
2015-11-17,Liberia,,9 May 2015,Probable,1879,Not available
2015-11-17,Liberia,,9 May 2015,Suspected,5636,Not available
2015-11-17,Liberia,,9 May 2015,Total,10666,4806
2015-11-17,Sierra Leone,,7 November 2015,Confirmed,8704,3589
2015-11-17,Sierra Leone,,7 November 2015,Probable,287,208
2015-11-17,Sierra Leone,,7 November 2015,Suspected,5131,158
2015-11-17,Sierra Leone,,7 November 2015,Total,14122,3955
2015-11-17,All countries,,,Confirmed,15212,Not available
2015-11-17,All countries,,,Probable,2619,Not available
2015-11-17,All countries,,,Suspected,10767,Not available
2015-11-17,All countries,,,Total,28598,11299
2015-11-18,Guinea,15 November 2015,Confirmed,3351,1,2083
2015-11-18,Guinea,15 November 2015,Probable,453,Not reported.,453
2015-11-18,Guinea,15 November 2015,Suspected,0,Not reported.,Data not available.
2015-11-18,Guinea,15 November 2015,Total,3804,1,2536
2015-11-18,Liberia,20 September 2015,Confirmed,6,0,2
2015-11-18,Liberia,20 September 2015,Probable,Not reported.,Not reported.,Data not available.
2015-11-18,Liberia,20 September 2015,Suspected,Data not available.,Not reported.,Data not available.
2015-11-18,Liberia,20 September 2015,Total,6,0,2
2015-11-18,Liberia,9 May 2015,Confirmed,3151,,Data not available.
2015-11-18,Liberia,9 May 2015,Probable,1879,,Data not available.
2015-11-18,Liberia,9 May 2015,Suspected,5636,,Data not available.
2015-11-18,Liberia,9 May 2015,Total,10666,,4806
2015-11-18,Sierra Leone,7 November 2015,Confirmed,8704,0,3589
2015-11-18,Sierra Leone,7 November 2015,Probable,287,Not reported.,208
2015-11-18,Sierra Leone,7 November 2015,Suspected,5131,Not reported.,158
2015-11-18,Sierra Leone,7 November 2015,Total,14122,0,3955
2015-11-18,All countries,,Confirmed,15212,1,Data not available.
2015-11-18,All countries,,Probable,2619,Not reported.,Data not available.
2015-11-18,All countries,,Suspected,10767,Not reported.,Data not available.
2015-11-18,All countries,,Total,28598,1,11299
2015-11-19,Guinea,,17 November 2015,Confirmed,3351,2083
2015-11-19,Guinea,,17 November 2015,Probable,453,453
2015-11-19,Guinea,,17 November 2015,Suspected,2,Not available
2015-11-19,Guinea,,17 November 2015,Total,3806,2536
2015-11-19,Liberia,,20 September 2015,Confirmed,6,2
2015-11-19,Liberia,,20 September 2015,Probable,Not available,Not available
2015-11-19,Liberia,,20 September 2015,Suspected,Not available,Not available
2015-11-19,Liberia,,20 September 2015,Total,6,2
2015-11-19,Liberia,,9 May 2015,Confirmed,3151,Not available
2015-11-19,Liberia,,9 May 2015,Probable,1879,Not available
2015-11-19,Liberia,,9 May 2015,Suspected,5636,Not available
2015-11-19,Liberia,,9 May 2015,Total,10666,4806
2015-11-19,Sierra Leone,,7 November 2015,Confirmed,8704,3589
2015-11-19,Sierra Leone,,7 November 2015,Probable,287,208
2015-11-19,Sierra Leone,,7 November 2015,Suspected,5131,158
2015-11-19,Sierra Leone,,7 November 2015,Total,14122,3955
2015-11-19,All countries,,,Confirmed,15212,Not available
2015-11-19,All countries,,,Probable,2619,Not available
2015-11-19,All countries,,,Suspected,10769,Not available
2015-11-19,All countries,,,Total,28600,11299
2015-11-20,Guinea,,18 November 2015,Confirmed,3351,2083
2015-11-20,Guinea,,18 November 2015,Probable,453,453
2015-11-20,Guinea,,18 November 2015,Suspected,0,Not available
2015-11-20,Guinea,,18 November 2015,Total,3804,2536
2015-11-20,Liberia,,20 September 2015,Confirmed,6,2
2015-11-20,Liberia,,20 September 2015,Probable,Not available,Not available
2015-11-20,Liberia,,20 September 2015,Suspected,Not available,Not available
2015-11-20,Liberia,,20 September 2015,Total,6,2
2015-11-20,Liberia,,9 May 2015,Confirmed,3151,Not available
2015-11-20,Liberia,,9 May 2015,Probable,1879,Not available
2015-11-20,Liberia,,9 May 2015,Suspected,5636,Not available
2015-11-20,Liberia,,9 May 2015,Total,10666,4806
2015-11-20,Sierra Leone,,7 November 2015,Confirmed,8704,3589
2015-11-20,Sierra Leone,,7 November 2015,Probable,287,208
2015-11-20,Sierra Leone,,7 November 2015,Suspected,5131,158
2015-11-20,Sierra Leone,,7 November 2015,Total,14122,3955
2015-11-20,All countries,,,Confirmed,15212,Not available
2015-11-20,All countries,,,Probable,2619,Not available
2015-11-20,All countries,,,Suspected,10767,Not available
2015-11-20,All countries,,,Total,28598,11299
2015-11-23,Guinea,,21 November 2015,Confirmed,3351,2083
2015-11-23,Guinea,,21 November 2015,Probable,453,453
2015-11-23,Guinea,,21 November 2015,Suspected,0,Not available
2015-11-23,Guinea,,21 November 2015,Total,3804,2536
2015-11-23,Liberia,,20 September 2015,Confirmed,6,2
2015-11-23,Liberia,,20 September 2015,Probable,Not available,Not available
2015-11-23,Liberia,,20 September 2015,Suspected,Not available,Not available
2015-11-23,Liberia,,20 September 2015,Total,6,2
2015-11-23,Liberia,,9 May 2015,Confirmed,3151,Not available
2015-11-23,Liberia,,9 May 2015,Probable,1879,Not available
2015-11-23,Liberia,,9 May 2015,Suspected,5636,Not available
2015-11-23,Liberia,,9 May 2015,Total,10666,4806
2015-11-23,Sierra Leone,,7 November 2015,Confirmed,8704,3589
2015-11-23,Sierra Leone,,7 November 2015,Probable,287,208
2015-11-23,Sierra Leone,,7 November 2015,Suspected,5131,158
2015-11-23,Sierra Leone,,7 November 2015,Total,14122,3955
2015-11-23,All countries,,,Confirmed,15212,Not available
2015-11-23,All countries,,,Probable,2619,Not available
2015-11-23,All countries,,,Suspected,10767,Not available
2015-11-23,All countries,,,Total,28598,11299
2015-11-24,Guinea,,22 November 2015,Confirmed,3351,2083
2015-11-24,Guinea,,22 November 2015,Probable,453,453
2015-11-24,Guinea,,22 November 2015,Suspected,0,Not available
2015-11-24,Guinea,,22 November 2015,Total,3804,2536
2015-11-24,Liberia,,20 September 2015,Confirmed,6,2
2015-11-24,Liberia,,20 September 2015,Probable,Not available,Not available
2015-11-24,Liberia,,20 September 2015,Suspected,Not available,Not available
2015-11-24,Liberia,,20 September 2015,Total,6,2
2015-11-24,Liberia,,9 May 2015,Confirmed,3151,Not available
2015-11-24,Liberia,,9 May 2015,Probable,1879,Not available
2015-11-24,Liberia,,9 May 2015,Suspected,5636,Not available
2015-11-24,Liberia,,9 May 2015,Total,10666,4806
2015-11-24,Sierra Leone,,7 November 2015,Confirmed,8704,3589
2015-11-24,Sierra Leone,,7 November 2015,Probable,287,208
2015-11-24,Sierra Leone,,7 November 2015,Suspected,5131,158
2015-11-24,Sierra Leone,,7 November 2015,Total,14122,3955
2015-11-24,All countries,,,Confirmed,15212,Not available
2015-11-24,All countries,,,Probable,2619,Not available
2015-11-24,All countries,,,Suspected,10767,Not available
2015-11-24,All countries,,,Total,28598,11299
2015-11-25,Guinea,22 November 2015,Confirmed,3351,0,2083
2015-11-25,Guinea,22 November 2015,Probable,453,Not reported.,453
2015-11-25,Guinea,22 November 2015,Suspected,0,Not reported.,Data not available.
2015-11-25,Guinea,22 November 2015,Total,3804,0,2536
2015-11-25,Liberia,22 November 2015,Confirmed,9,3,2
2015-11-25,Liberia,22 November 2015,Probable,Not reported.,Not reported.,Data not available.
2015-11-25,Liberia,22 November 2015,Suspected,Data not available.,Not reported.,Data not available.
2015-11-25,Liberia,22 November 2015,Total,9,3,2
2015-11-25,Liberia,9 May 2015,Confirmed,3151,,Data not available.
2015-11-25,Liberia,9 May 2015,Probable,1879,,Data not available.
2015-11-25,Liberia,9 May 2015,Suspected,5636,,Data not available.
2015-11-25,Liberia,9 May 2015,Total,10666,,4806
2015-11-25,Sierra Leone,7 November 2015,Confirmed,8704,0,3589
2015-11-25,Sierra Leone,7 November 2015,Probable,287,Not reported.,208
2015-11-25,Sierra Leone,7 November 2015,Suspected,5131,Not reported.,158
2015-11-25,Sierra Leone,7 November 2015,Total,14122,0,3955
2015-11-25,All countries,,Confirmed,15215,3,Data not available.
2015-11-25,All countries,,Probable,2619,Not reported.,Data not available.
2015-11-25,All countries,,Suspected,10767,Not reported.,Data not available.
2015-11-25,All countries,,Total,28601,3,11299
2015-11-26,Guinea,,24 November 2015,Confirmed,3351,2083
2015-11-26,Guinea,,24 November 2015,Probable,453,453
2015-11-26,Guinea,,24 November 2015,Suspected,0,Not available
2015-11-26,Guinea,,24 November 2015,Total,3804,2536
2015-11-26,Liberia,,22 November 2015,Confirmed,9,2
2015-11-26,Liberia,,22 November 2015,Probable,Not available,Not available
2015-11-26,Liberia,,22 November 2015,Suspected,Not available,Not available
2015-11-26,Liberia,,22 November 2015,Total,9,2
2015-11-26,Liberia,,9 May 2015,Confirmed,3151,Not available
2015-11-26,Liberia,,9 May 2015,Probable,1879,Not available
2015-11-26,Liberia,,9 May 2015,Suspected,5636,Not available
2015-11-26,Liberia,,9 May 2015,Total,10666,4806
2015-11-26,Sierra Leone,,7 November 2015,Confirmed,8704,3589
2015-11-26,Sierra Leone,,7 November 2015,Probable,287,208
2015-11-26,Sierra Leone,,7 November 2015,Suspected,5131,158
2015-11-26,Sierra Leone,,7 November 2015,Total,14122,3955
2015-11-26,All countries,,,Confirmed,15215,Not available
2015-11-26,All countries,,,Probable,2619,Not available
2015-11-26,All countries,,,Suspected,10767,Not available
2015-11-26,All countries,,,Total,28601,11299
2015-11-27,Guinea,,25 November 2015,Confirmed,3351,2083
2015-11-27,Guinea,,25 November 2015,Probable,453,453
2015-11-27,Guinea,,25 November 2015,Suspected,0,Not available
2015-11-27,Guinea,,25 November 2015,Total,3804,2536
2015-11-27,Liberia,,22 November 2015,Confirmed,9,2
2015-11-27,Liberia,,22 November 2015,Probable,Not available,Not available
2015-11-27,Liberia,,22 November 2015,Suspected,Not available,Not available
2015-11-27,Liberia,,22 November 2015,Total,9,2
2015-11-27,Liberia,,9 May 2015,Confirmed,3151,Not available
2015-11-27,Liberia,,9 May 2015,Probable,1879,Not available
2015-11-27,Liberia,,9 May 2015,Suspected,5636,Not available
2015-11-27,Liberia,,9 May 2015,Total,10666,4806
2015-11-27,Sierra Leone,,7 November 2015,Confirmed,8704,3589
2015-11-27,Sierra Leone,,7 November 2015,Probable,287,208
2015-11-27,Sierra Leone,,7 November 2015,Suspected,5131,158
2015-11-27,Sierra Leone,,7 November 2015,Total,14122,3955
2015-11-27,All countries,,,Confirmed,15215,Not available
2015-11-27,All countries,,,Probable,2619,Not available
2015-11-27,All countries,,,Suspected,10767,Not available
2015-11-27,All countries,,,Total,28601,11299
2015-11-30,Guinea,,29 November 2015,Confirmed,3351,2083
2015-11-30,Guinea,,29 November 2015,Probable,453,453
2015-11-30,Guinea,,29 November 2015,Suspected,0,Not available
2015-11-30,Guinea,,29 November 2015,Total,3804,2536
2015-11-30,Liberia,,22 November 2015,Confirmed,9,2
2015-11-30,Liberia,,22 November 2015,Probable,Not available,Not available
2015-11-30,Liberia,,22 November 2015,Suspected,Not available,Not available
